# TITLE: A novel lung cancer gene signature mediates metastatic bone colonization by a dual mechanism
# SUMMARY: Bone is a frequent target of lung cancer metastasis, which is associated with significant morbidity and a dismal prognosis. To identify and functionally characterize genes involved in the mechanisms of osseous metastasis we developed a murine lung cancer model. Comparative transcriptomic analysis identified genes encoding signaling molecules (such as TCF4 and PRKD3), and cell anchorage related proteins (MCAM, and SUSD5), some of which were basally modulated by TGFbeta in tumor cells and in conditions mimicking tumor-stroma interactions. Triple gene combinations induced not only high osteoclastogenic activity but also a marked enhancement of global metalloproteolytic activities in vitro. These effects were strongly associated with robust bone colonization in vivo, whereas this gene subset was ineffective in promoting local tumor growth and cell homing activity to bone. Interestingly, global inhibition of metalloproteolytic activities and simultaneous TGFbeta blockade in vivo led to increased survival and a remarkable attenuation of bone tumor burden and osteolytic metastasis. Thus, this metastatic gene signature mediates bone-matrix degradation by a dual mechanism of induction of TGFbeta-dependent osteoclastogenic bone resorption and enhancement of stroma-dependent metalloproteolytic activities. Our findings suggest the cooperative contribution of host-derived and cell-autonomous effects directed by a small subset of genes in mediating aggressive osseous colonization. Keywords: disease state analysis of human metastatic cell lines
GPL571_Group,GPL571_Accession,GPL571_Title,GPL571_Source name,GPL571_Characteristics,GPL571_Subpopulations of cells with high metastatic ability were isolated using the following strategy
-,GSM254984,"Lung cancer metastatic gene signature: control cell lines without luciferase reporter, bio-replicate 1.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254986,"Lung cancer metastatic gene signature: control cell lines with luciferase reporter, bio-replicate 1.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254987,"Lung cancer metastatic gene signature: control cell lines without luciferase reporter, bio-replicate 2.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254988,"Lung cancer metastatic gene signature: control cell lines with luciferase reporter, bio-replicate 2.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254989,"Lung cancer metastatic gene signature: metastatic cell line M1, bio-replicate 1.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254991,"Lung cancer metastatic gene signature: metastatic cell line M4, bio-replicate 1.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254992,"Lung cancer metastatic gene signature: metastatic cell line M5, bio-replicate 1.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254994,"Lung cancer metastatic gene signature: metastatic cell line M1, bio-replicate 2.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
-,GSM254995,"Lung cancer metastatic gene signature: metastatic cell line M4, bio-replicate 2.",Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC),"Human highly metastatic cell lines derived from Non-Small Cell Lung Carcinoma (NSCLC) with specific bone tropism. Cell lines were stably transfected with a luciferase reporter gene. During screening, selected cell lines induced prominent bone metastases lesions in the hind limbs.To assess the metastatic activity and to be able to systematically and accurately discriminate the subpopulations with different metastatic activities three complementary parameters were evaluated. First, metastatic activity of the injected control cells and all derived cellular subpopulations was assessed using Kaplan-Meier curves. Compared to the control cell line, several subpopulations named M1, M4 and M5 had an increased metastatic activity by thriving efficiently at bone and decreasing animal survival. Second, 22 days post-inoculation, computerized image analysis revealed an increased bone metastatic area of the hind limbs induced by the more aggressive subpopulations M1, M4 and M5 compared to the control cell lines. And third, 22 days after i.c. inoculation, metastatic cells in the hind limbs were isolated by bone marrow “flushing”. Conspicuous SCCs derived from each animal (10 mice/group) were counted. Subpopulations M1, M4 and M5 induced a more abundant yield of SCCs than control cell lines.","after intracardiac (i.c.) injection of control cells, the subpopulations metastasizing with a high efficiency to bone were isolated and metastatic activity for each one was assessed by i.c. reinoculation of 10 mice per group. With some subpopulations, bone metastases appeared with a latency time ranging from 9-15 days to 20-30 days."
