custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE189047.csv,,o4-mini-2025-04-16,No | evidence: No patient-specific survival time or status fields; all entries are cell line samples with treatment labels | justification: Dataset consists solely of A549 cell line experiments without any survival endpoints,"No | stage i evidence: No staging information provided | act evidence: No adjuvant chemotherapy annotation—treatments are in vitro agents (TGFb, crizotinib) | justification: No clinical stage or ACT metadata present",meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both patient-level survival data and clinical stage/ACT annotations,No,False
samples_table_GSE10096.csv,,o4-mini-2025-04-16,"No | evidence: Survival data derive from Kaplan–Meier curves of mice (animal model), not patient‐specific OS/PFS. | justification: Contains preclinical animal survival endpoints rather than patient survival time and status.",No | stage i evidence: Not applicable—no patient staging data. | act evidence: No adjuvant chemotherapy annotations present. | justification: Study uses cell lines and mouse models without clinical stage or ACT information.,meets survival criterion: No | meets stage or act criterion: No | justification: Does not provide patient‐level survival time/status nor clinical stage or ACT annotation—fails all inclusion criteria.,No,False
samples_table_GSE27606.csv,,o4-mini-2025-04-16,"No | evidence: No columns for overall or progression‐free survival time/status | justification: Dataset reports only days between sample collections (pre- vs. post-surgery), not patient survival outcomes",Yes | stage i evidence: 7 of 11 unique patients (64%) are Stage I (IA/IB) | act evidence: None | justification: Majority of patients are Stage I,"meets survival criterion: No | meets stage or act criterion: Yes | justification: Although >50% of patients are Stage I, the dataset lacks any survival time/status data required for inclusion.",No,False
samples_table_GSE38054.csv,,o4-mini-2025-04-16,No | evidence: Dataset consists of in vitro human NSCLC H358 cell line replicates with vehicle or DAPT treatment | justification: No patient-specific survival time or status data provided,No | stage i evidence: N/A | act evidence: N/A | justification: No clinical patient staging or adjuvant chemotherapy annotations present,"meets survival criterion: No | meets stage or act criterion: No | justification: Dataset is a cell‐line pharmacologic experiment, lacking any patient survival or staging/ACT information",No,False
samples_table_GSE240758.csv,,o4-mini-2025-04-16,"No | evidence: No survival time or status columns (e.g., OS, PFS) present in the sample annotation | justification: Dataset contains demographic and stage data only; no survival endpoints provided",No | stage i evidence: Only 2 of 8 NSCLC samples are Stage I (25%) | act evidence: No explicit adjuvant chemotherapy annotation | justification: Less than 50% Stage I and no ACT information,meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide survival data and does not meet the ≥50% Stage I or ACT requirement,No,False
samples_table_GSE8332.csv,,o4-mini-2025-04-16,No | evidence: Dataset consists solely of cell line experiments with no patient survival times or status reported. | justification: This is an in vitro cell‐line expression study; no patient-level survival data are provided.,No | stage i evidence: Not reported | act evidence: Not reported | justification: No clinical staging or adjuvant chemotherapy annotation is present for cell lines.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: no survival data and no patient stage I or ACT annotation.,No,False
samples_table_GSE92679.csv,,o4-mini-2025-04-16,"No | evidence: Dataset consists solely of NSCLC cell line treatments (A549, HTB-182) with no patient survival times or status reported. | justification: Only in vitro cell line experiments are described, no human patient follow-up data present.",No | stage i evidence: N/A | act evidence: N/A | justification: No patient cohort data; staging or adjuvant chemotherapy annotations are absent.,meets survival criterion: No | meets stage or act criterion: No | justification: Preclinical cell line dataset lacks both patient survival information and required clinical annotations (stage I or ACT).,No,False
samples_table_GSE75960.csv,,o4-mini-2025-04-16,No | evidence: All samples are from DV90 cell line treatments; no patient follow-up or survival fields are provided. | justification: This is in vitro cell line expression data lacking any patient survival time or status information.,"No | stage i evidence: No clinical staging information—samples are cell line replicates. | act evidence: No adjuvant chemotherapy annotation—treatment refers to in vitro JQ1 exposure, not clinical ACT. | justification: Dataset comprises cell line experiments with no patient-level stage or treatment data.",meets survival criterion: No | meets stage or act criterion: No | justification: Does not include patient survival data nor required clinical stage I or adjuvant chemotherapy annotations.,No,False
samples_table_GSE115864.csv,,o4-mini-2025-04-16,"No | evidence: Dataset consists of cell line xenograft samples with treatment labels, no patient survival times or status. | justification: This is an in vitro/xenograft study without any patient-level overall or progression‐free survival data.",No | stage i evidence: No patient stage information provided | act evidence: No adjuvant chemotherapy annotation present | justification: The dataset involves cell line treatments and lacks any clinical staging or adjuvant therapy metadata.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both required patient survival data and either Stage I composition or adjuvant chemotherapy annotation.,No,False
samples_table_GSE27388.csv,,o4-mini-2025-04-16,"No | evidence: No survival time or status fields in title, summary, or sample metadata | justification: This expression profiling study of cervical FFPE samples does not report any patient survival information","No | stage i evidence: Not applicable (cervical cancer, not NSCLC) | act evidence: No adjuvant chemotherapy annotations present | justification: Dataset focuses on cervical carcinoma subtype expression without any NSCLC stage or chemotherapy data",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks survival data and lacks stage I NSCLC or ACT annotation,No,False
samples_table_GSE52717.csv,,o4-mini-2025-04-16,No | evidence: Dataset contains only cell line and xenograft sample metadata; no survival time or status fields present. | justification: No patient-specific survival or follow-up data provided.,No | stage i evidence: No information on patient disease stage; samples are cell lines and xenografts. | act evidence: No adjuvant chemotherapy annotations present. | justification: Neither stage I composition nor ACT annotation is reported.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both necessary survival data and required stage I or ACT annotations required for inclusion.,No,False
samples_table_GSE171702.csv,,o4-mini-2025-04-16,"No | evidence: No columns for survival time or status; only Tissue, Gender, Histology, Stage, Age are provided. | justification: The dataset lacks any patient‐specific follow‐up or survival outcome fields.","No | stage i evidence: Only 1 of 32 patients is stage I (1A), ~3%. | act evidence: No annotation for adjuvant chemotherapy. | justification: Less than 50% of patients are stage I and there is no explicit ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide survival data and does not meet stage I or ACT criteria.,No,False
samples_table_GSE18346.csv,,o4-mini-2025-04-16,"No | evidence: No survival time or status fields reported in title, summary, or sample annotations. | justification: The dataset focuses on splice variant detection in paired tumor and normal tissues without any survival follow-up data.",No | stage i evidence: None | act evidence: None | justification: No staging information or adjuvant chemotherapy annotation is provided for the NSCLC samples.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both patient survival data and any stage I or adjuvant chemotherapy annotations, failing all inclusion criteria.",No,False
samples_table_GSE26241.csv,,o4-mini-2025-04-16,No | evidence: No survival time/status reported; dataset describes in vitro A549 cell line experiments | justification: This is a cell line study with no patient-level survival data,No | stage i evidence: No clinical stage information; in vitro cell line | act evidence: No adjuvant chemotherapy annotation; in vitro cell line | justification: No patient samples or clinical stage/ACT data present,meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both patient survival data and clinical stage or ACT annotations,No,False
samples_table_GSE136932.csv,,o4-mini-2025-04-16,No | evidence: Dataset describes in vitro experiments on A549 and H1975 cell lines; no patient survival time or status provided | justification: No patient-specific clinical data are included,"No | stage i evidence: Not applicable – cell line study, no patient staging information | act evidence: Not applicable – no adjuvant chemotherapy annotation | justification: Preclinical dataset lacks any clinical stage or treatment annotations",meets survival criterion: No | meets stage or act criterion: No | justification: Does not include patient survival data nor meet stage I or ACT annotation requirements,No,False
samples_table_GSE184414.csv,,o4-mini-2025-04-16,No | evidence: All samples are A549 cell line replicates before/after berberine treatment | justification: In vitro cell-line experiment with no patient survival time or status data,No | justification: No patient clinical data—only cell lines—so no stage I proportion or adjuvant chemotherapy annotation,meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both required survival data and patient stage/treatment annotations,No,False
samples_table_GSE229302.csv,,o4-mini-2025-04-16,Unclear | evidence: Column 'Status after 5 years' provides Alive/Dead at a fixed time point | justification: Survival status is given at 5 years but no individual survival time or follow-up duration per patient,"No | stage i evidence: 2 of 6 samples (33%) are Stage I; among tumors, 1 of 3 (33%) | act evidence: No adjuvant chemotherapy annotation present | justification: Less than 50% of patients are Stage I and no ACT data available",meets survival criterion: No | meets stage or act criterion: No | justification: Lacks detailed time-to-event survival data and does not satisfy Stage I or ACT requirements,No,False
