custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-12288,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Affymetrix U133A chips | justification: Dataset uses human RNA isolated from patient samples profiled on microarray chips,"No | evidence: Title and description focus on coronary artery disease (CAD) | justification: The study investigates gene expression in CAD patients, not ALS-FTD",No | evidence: Samples are circulating leukocytes (peripheral blood) | justification: No CNS or brain tissue is assayed,"No | evidence: Samples derived directly from patient blood, not cell lines or models | justification: Clinical patient samples were used, not in vitro models",Yes | evidence: 110 patients with CAD vs 112 matched controls without CAD; parallel group design | justification: Study compares diseased vs control subjects,No | evidence: No brain regions sampled | justification: Peripheral blood only; no CNS regions involved,No | evidence: Array assay with RNA assay | justification: Microarray technology is compatible,"justification: Fails target disease and tissue criteria: focuses on CAD in blood, not ALS-FTD in CNS tissue",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-16191,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; cRNA synthesis, human U133 plus 2.0 GeneChip hybridization | justification: Dataset uses Affymetrix microarrays for human expression profiling","No | evidence: Title: EGR4 is a master gene responsible for fertility in cryptorchidism; Disease: Not found | justification: Study concerns cryptorchidism, not ALS-FTD","No | evidence: Source Characteristics: Organism part: total testicular; samples from testicular biopsies | justification: Tissue is testicular, not CNS","No | evidence: Samples are primary testicular tissue biopsies, not cell lines or disease models | justification: No in vitro cell lines or experimental disease models used",Yes | evidence: RNA was isolated from testicular biopsies of cryptorchid boys and controls of identical age | justification: Includes diseased cases and matched controls,"Yes | evidence: Samples are from testis, not brain regions affected in ALS-FTD | justification: Non-CNS tissue unrelated to ALS-FTD pathology",No | evidence: Technology: Array assay; Affymetrix U133 Plus 2.0 GeneChip | justification: Uses compatible microarray technology,justification: Exclude dataset due to non-target disease (cryptorchidism) and non-CNS tissue source,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21298,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The experiment uses human samples with microarray-based transcription profiling,Yes | evidence: Title: Profiling wt SOD versus ALS SOD1(G93A) mutant | justification: SOD1(G93A) is a well-known mutation in amyotrophic lateral sclerosis,"No | evidence: Samples derive from neuroblastoma SH-SY5Y cell line; no organism part specified | justification: No human CNS or brain tissue is used, only an in vitro cell line","Yes | evidence: Cell line: neuroblastoma SH-SY5Y stably transfected with SOD1WT or SOD1(G93A) | justification: This is a patient-derived or engineered in vitro disease model, not clinical tissue",Yes | evidence: Description: Five wt SOD versus five mutant SOD1(G93A) samples | justification: The study compares two groups (wild-type versus mutant) akin to a case/control design,"No | evidence: No brain regions sampled; only cell line | justification: No CNS regions are profiled, so irrelevant-region exclusion does not apply","No | evidence: Technology: Array assay; Assay by molecule: RNA assay | justification: The study uses microarray technology, which is compatible","justification: Although the dataset uses human microarrays and ALS-relevant SOD1 mutant, it relies on an in vitro neuroblastoma cell line rather than clinical CNS tissue and thus fails criteria for clinical human CNS samples",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21929,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"No | evidence: Technology: Array assay measuring bacterial 16S rRNA via DNA–DNA hybridization | justification: The array targets bacterial species diversity, not human transcriptome profiling","No | evidence: Disease state: periodontitis | justification: The study focuses on periodontal disease, not ALS‐FTD","No | evidence: Source: gingival crevicular fluid from periodontitis patients | justification: Samples are oral (gum) fluid, not CNS tissue","No | evidence: Samples from periodontitis patients’ gingival fluid | justification: It uses direct patient material, not in vitro cell lines or animal models","No | evidence: Sample grouping: GCF vs subgingival plaque; no healthy controls reported | justification: Design compares sample types within diseased subjects, not cases vs controls",Yes | evidence: Organism part: gingival crevicular fluid | justification: No brain or CNS regions are sampled,"No | evidence: Technology: Array assay | justification: Microarray is compatible, though used for bacterial DNA hybridization","justification: Fails key inclusion criteria: not human gene expression, not ALS‐FTD, not CNS tissue",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-27564,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"No | evidence: Study uses Affymetrix microarrays on mouse fibroblasts and human colon cancer cell lines from xenografts. | justification: Although microarrays are used, the profiling is on cultured mouse cells and human cancer cell lines, not human disease tissue.","No | evidence: No mention of ALS, FTD, or related neurodegenerative conditions; study focuses on colon cancer and mouse myofibroblasts. | justification: The dataset pertains to cancer xenografts, not ALS-FTD.",No | evidence: Samples are subepithelial myofibroblasts from mouse ileum/colon and human colon cancer cells. | justification: No CNS or brain tissue is profiled.,"Yes | evidence: Samples include cultured mouse fibroblasts and human cancer cell lines (T84, Caco2) from xenografts. | justification: Dataset uses in vitro cell lines and xenograft models, not clinical tissue.",No | evidence: No case‐control grouping; study examines cell lines and xenograft interactions. | justification: No clinical case/control design is described.,No | evidence: No brain regions are sampled. | justification: Study does not involve any brain tissue.,No | evidence: Technology is microarray-based transcript profiling. | justification: Microarray is compatible with inclusion; no RNA-seq or proteomics used.,"justification: Excluded because it does not involve human ALS-FTD, human CNS tissue, or case/control clinical samples; it focuses on mouse fibroblasts and human cancer cell lines.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-39643,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"No | evidence: Study uses NanoString nCounter miRNA expression assay | justification: NanoString nCounter is a targeted digital counting platform, not a genome‐wide microarray expression profiling","Yes | evidence: Samples include sporadic amyotrophic lateral sclerosis (SALS) subjects | justification: Dataset profiles miRNA in ALS patients, meeting the disease target",No | evidence: Cell type: CD14+CD16- monocytes from peripheral blood | justification: No CNS or brain tissue samples are profiled,"No | evidence: Organism: Homo sapiens; Cell type: patient blood monocytes | justification: Data are from primary patient‐derived monocytes, not in vitro cell lines or animal models","Yes | evidence: Groups: sporadic ALS (n=8), healthy control (n=8) | justification: Design compares disease vs control subjects","Yes | evidence: Samples are peripheral blood monocytes, not brain regions | justification: Dataset does not sample CNS regions affected in ALS‐FTD",Yes | evidence: Uses NanoString nCounter miRNA assay | justification: NanoString is not a microarray‐based gene expression platform,"justification: Excluded because it does not use CNS tissue, does not use a microarray expression platform, and employs an incompatible technology",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-40807,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Uses human microRNA microarray kit (Agilent) for expression profiling,"No | evidence: Title: MiRNA expression profiling in human medullary thyroid carcinoma; Description: analysis of thyroid tumors | justification: The disease under study is medullary thyroid carcinoma, not ALS-FTD","No | evidence: Source Characteristics: Organism part: thyroid | justification: Samples are from thyroid tissue, not CNS","No | evidence: Description: Matched tumor and adjacent normal frozen tissues from patients | justification: Uses patient-derived tissue, not cell lines or model systems",Yes | evidence: Description: Matched tumor (L) and adjacent normal (S) tissues from same patients | justification: Within-patient tumor vs normal design constitutes case/control,No | evidence: Organism part: thyroid | justification: No brain regions are profiled; study focuses on thyroid,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray platform is compatible,"justification: Although this is a human microarray study with a case/control design, it does not investigate ALS-FTD or CNS tissue, so it fails key inclusion criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-41414,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The study uses human RNA expression profiling performed on microarrays.,No | evidence: Title: Gene expression analysis of ALS skeletal muscle | justification: The dataset focuses on ALS-related muscle atrophy and does not include frontotemporal dementia.,"No | evidence: Organism part: deltoid, quadriceps | justification: Samples are from skeletal muscle, not central nervous system tissue.","No | evidence: Source Characteristics: muscle biopsies | justification: Samples are directly obtained from patient tissue, not in vitro cell lines or disease models.",Yes | evidence: Experimental Factors: DISEASE STATUS | justification: Presence of a disease status factor indicates a case/control comparison.,"Yes | evidence: Organism part: deltoid, quadriceps | justification: Tissues sampled are skeletal muscles, not CNS regions affected by ALS-FTD.","No | evidence: Technology: Array assay | justification: The study uses microarray expression profiling, which is compatible.","justification: Although it is a human microarray study with a case/control design, the dataset samples skeletal muscle rather than CNS tissue and only addresses ALS without FTD, so it does not meet the ALS-FTD CNS tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-44721,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses human microarray (array) profiling of RNA expression in monocyte-derived cells.,"No | evidence: Title and description focus on vaccine‐stimulated dendritic cells and monocytes, with no mention of ALS or FTD | justification: The study is in immunology/vaccinology, not ALS‐FTD.",No | evidence: Samples are monocyte-derived dendritic cells and monocytes cultured in vitro | justification: No human brain/CNS tissue is profiled.,Yes | evidence: Description: monocyte-derived DCs and monocytes stimulated in vitro | justification: The study uses patient-derived in vitro immune cells rather than clinical tissue samples.,"No | evidence: Design: cells stimulated with various vaccines versus media controls, not disease vs healthy controls | justification: This is an in vitro stimulation experiment, not a case/control clinical study.",No | evidence: No brain or CNS tissues involved | justification: Not applicable—no brain regions are profiled.,No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible with inclusion criteria.,"justification: The dataset is an in vitro immunology study of monocyte-derived cells responding to vaccines, with no ALS‐FTD focus or human CNS tissue, thus failing multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-4590,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay, RNA assay | justification: The experiment uses microarray-based transcription profiling on human samples.","No | evidence: Samples: B cells from human bone marrow; Disease: Not found | justification: The study is on normal B cell development stages, not ALS-FTD.",No | evidence: Source Characteristics: Organism part not found; Samples are from bone marrow B cells | justification: No CNS or brain tissues are sampled.,"No | evidence: Sample type: primary human B cells sorted by FACS from bone marrow | justification: Primary cells are used, not patient-derived cell lines or disease models.",No | evidence: Experimental design: four stages of B cell development; no case/control grouping | justification: No disease vs control comparison—samples are developmental stages.,"Yes | evidence: Organism part: bone marrow B cells; no brain regions sampled | justification: Samples are from bone marrow, not brain regions affected in ALS-FTD.","No | evidence: Technology: Array assay, RNA assay | justification: Microarray technology is compatible and required.","justification: Although the dataset is human and uses microarray profiling (q1 yes, q7 no), it does not involve ALS-FTD (q2 no), human CNS tissues (q3 no), or a case/control design relevant to disease (q5 no), and samples are from an irrelevant source (q6 yes). Therefore, it fails the main disease and tissue inclusion criteria.",No,No,False,,,,,,,,,
