custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-12288,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: Gene expression assessed using Affymetrix U133A chips. | justification: Expression profiling was performed on human samples using Affymetrix microarrays (U133A).,"No | evidence: Title/Description: 'Gene expression patterns in peripheral blood correlate with the extent of coronary artery disease'; Experimental factors include CADI and patient groups with CAD vs controls. | justification: The study focuses on coronary artery disease (CAD), not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: RNA extracted from circulating leukocytes (peripheral blood); Organism: Homo sapiens; Organism part: not brain/CNS. | justification: Samples are peripheral blood leukocytes, not human brain or CNS tissue.","No | evidence: Description: RNA extracted from patient circulating leukocytes obtained during coronary angiography; no mention of cell lines or model systems. | justification: Samples are primary patient blood cells, not patient-derived in vitro cell lines or experimental disease models.","Yes | evidence: Description: RNA from 110 patients with CAD (CADi>23) and 112 partially matched controls without CAD (CADi=0); 'parallel group design'. | justification: The study compares cases (CAD patients) to controls, fitting a case/control design, albeit for CAD.","Yes | evidence: Samples are peripheral blood leukocytes (no brain regions sampled). | justification: No CNS regions were assayed; peripheral blood is not a brain region affected by ALS-FTD, so sampled tissue is irrelevant to ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; Affymetrix U133A microarrays reported. | justification: The assay is microarray-based (compatible). No RNA-seq or proteomics technologies reported.,"justification: Although this is a human microarray case/control study, it targets coronary artery disease and uses peripheral blood leukocytes rather than CNS tissue relevant to ALS-FTD. Therefore it fails the disease- and tissue-related inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-16191,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Affymetrix Human U133 Plus 2.0 GeneChip hybridization; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses human RNA profiled on Affymetrix microarrays (U133 Plus 2.0), so it is human microarray expression profiling.","No | evidence: Title and description: 'EGR4 is a master gene responsible for fertility in cryptorchidism' and RNA from testicular biopsies of cryptorchid boys; Experimental Factors > Disease: Not found. | justification: The study is about cryptorchidism/fertility, not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).","No | evidence: Experimental Factors > Source Characteristics: Organism part: total testicular; description: RNA isolated from testicular biopsies. | justification: Samples are from human testis (testicular tissue), not brain/CNS tissue.",No | evidence: Description: 'Whole testicular tissue was gained from cryptorchid boys ... as well as from controls'; sample processing describes tissue biopsies and RNA isolation. | justification: Data derive from patient tissue biopsies rather than patient-derived in vitro cell lines or disease models.,"Yes | evidence: Description: samples from cryptorchid boys aged 10 months to 4.5 years 'as well as from controls of identical age.' | justification: The study includes affected subjects and age-matched controls, i.e., a case/control comparison.",Yes | evidence: Organism part: total testicular; all sample descriptions refer to testicular biopsies. | justification: Testis is not a CNS region and is not relevant to ALS-FTD neurodegeneration.,No | evidence: Study type: transcription profiling by array; cRNA synthesis and GeneChip hybridization on Affymetrix arrays; Technology: Array assay. | justification: The assay is microarray-based and therefore compatible with the microarray expression profiling inclusion criterion.,"justification: Although this is human microarray data and uses a case/control design, the study targets cryptorchidism using testicular tissue, not ALS-FTD nor CNS tissue. Therefore it fails the disease- and tissue-relevance inclusion criteria and should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21298,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The experiment is microarray transcription profiling (RNA) and the samples derive from human cells (Homo sapiens).,"Yes | evidence: Title: ""Profiling wt SOD versus ALS SOD1(G93A) mutant"" | justification: The study compares wild-type SOD1 to the ALS-associated SOD1(G93A) mutant, which is directly relevant to ALS (within the ALS-FTD spectrum).","No | evidence: Sample attribute: Cell line: neuroblastoma SH-SY5Y; Organism part: Not found | justification: Samples are a neuroblastoma cell line (SH-SY5Y), not primary human CNS/brain tissue.",Yes | evidence: Title and description: SH-SY5Y cells stably transfected with cDNAs coding for SOD1WT or SOD1(G93A); Sample attribute: Cell line: neuroblastoma SH-SY5Y | justification: This is an in vitro disease model using a transfected neuroblastoma cell line rather than patient-derived tissue or clinical samples.,No | evidence: Description: Five wt SOD versus five mutant SOD in SH-SY5Y cells; Experimental design: Not found (no clinical case/control indicated) | justification: The comparison is between engineered cell line groups (WT vs mutant) rather than clinical case vs control human subjects.,"No | evidence: Samples are SH-SY5Y cell line; no organism part/brain region specified | justification: No brain regions were sampled, so the question of irrelevant brain regions is not applicable; the dataset does not involve sampled brain regions.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The assay is microarray-based transcription profiling (compatible); no RNA-seq or proteomics indicated.,"justification: Exclude. Although the dataset is human microarray profiling and ALS-relevant (SOD1 G93A), it uses an in vitro transfected neuroblastoma cell line (disease model) rather than human CNS tissue or clinical case/control samples, which violates exclusion criteria (patient-derived in vitro models and non-case/control design).",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21929,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: 'After DNA extraction, 16S rRNA genes were PCR amplified and DNA-DNA hybridization was performed using a microarray for over 300 bacterial species.' | justification: Although an array assay was used, it targets bacterial 16S rRNA / species identification (microbial DNA-DNA hybridization), not human transcriptome microarray expression profiling.","No | evidence: Samples' disease: periodontitis; Description: microbial profiles from 17 subjects with periodontal disease. | justification: The study concerns periodontal disease (periodontitis), not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).","No | evidence: Description and samples: gingival crevicular fluid (GCF) and subgingival plaque (PP) samples from periodontal sites; Organism: Homo sapiens; Organism part: Not found. | justification: Samples are oral (gingival/subgingival) fluids and plaque, not brain or CNS tissue.","No | evidence: Samples taken from 17 subjects with periodontal disease; no mention of cell lines or experimental disease models. | justification: Dataset uses direct clinical samples (GCF and PP) from patients, not patient-derived in vitro cell lines or non-human disease models.",No | evidence: Description: analysis of GCF and PP samples from 17 subjects with periodontal disease; Experimental Designs: Not found; no control (healthy) group reported. | justification: Study compares sample types within periodontitis patients (GCF vs PP) and does not present a case versus healthy control design relevant to ALS-FTD.,"Yes | evidence: Samples are gingival crevicular fluid and subgingival plaque (oral), not brain regions. | justification: No CNS regions are sampled; tissue is entirely outside the brain and thus irrelevant to ALS-FTD-affected regions.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description indicates DNA extraction, 16S PCR and DNA-DNA hybridization microarray for bacterial species. | justification: The technology is microarray-based (not RNA-seq or proteomics). However, the array assays bacterial species detection rather than human gene-expression microarrays—so while not an incompatible technology, it is not the required human expression profiling.","justification: Exclude. The dataset does not meet inclusion criteria: it does not profile human gene expression (microarray used for bacterial 16S/species detection), does not pertain to ALS-FTD (periodontitis), and does not involve CNS/brain tissue or a case/control ALS-FTD design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-27564,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description states Affymetrix microarrays were used on human colon cancer cells (Caco2, T84) isolated from xenografts; Organism list includes Homo sapiens. | justification: The study used microarray-based transcription profiling and includes human-derived samples (human cancer cell lines), so it qualifies as human microarray expression profiling in the narrow technical sense, although samples are cell lines/xenograft-derived rather than clinical human tissue.","No | evidence: Description and sample annotations refer to mouse ileum/colon myofibroblasts and human colon cancer cells (Caco2, T84); 'Disease' and 'Disease state/staging' fields are not ALS/FTD and no neurodegenerative disease is mentioned. | justification: The experiment focuses on intestinal myofibroblasts and colon cancer cells, not ALS or FTD.","No | evidence: Description specifies ileum and colon myofibroblasts and colon cancer cells; Organism part not listed as brain/CNS; no CNS tissue or brain region mentioned. | justification: Samples are intestinal (ileum/colon) and cancer cells, not human brain or other CNS tissues.","Yes | evidence: Experimental Factors list CELL LINE (T84, Caco2); Description: cultured fibroblasts, human colon cancer cell lines grown in NOD/SCID mice xenografts and sorted for analysis. | justification: The dataset uses established human cancer cell lines and mouse primary cultured cells/xenograft models (non-clinical, in vitro/in vivo disease model), which matches exclusion criterion for patient-derived in vitro cell lines or disease models.","No | evidence: Experimental Designs: Not found; Experimental Factors list CELL LINE, ORGANISM, CELL TYPE; no case vs control groups or disease/control labeling described. | justification: No indication of a clinical case/control study design—samples derive from experimental conditions (cell types/xenografts) rather than case and matched controls.","Yes | evidence: Samples and description concern ileum/colon and colon cancer cells, not brain regions; these tissues are not affected by ALS-FTD neurodegeneration. | justification: The sampled tissues are non-CNS (intestinal), and therefore irrelevant to ALS-FTD brain-region inclusion requirement.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description explicitly states Affymetrix microarrays were used. | justification: The technology is microarray-based and therefore compatible with the microarray expression profiling requirement.,"justification: Exclude: Although microarray profiling was performed and human-derived cancer cells are present, the study does not pertain to ALS-FTD, does not use human CNS tissue, involves cell lines/xenograft disease models, and lacks a clinical case/control design. These points violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-39643,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"No | evidence: Title and Description: 'NanoString miRNA profiling...'; 'This study used the NanoString nCounter miRNA expression assay'. Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study used the NanoString nCounter miRNA platform (targeted hybridization/counting), not a genome-wide microarray expression platform. Therefore it does not meet the 'microarray expression profiling' requirement.","Yes | evidence: Samples: Disease: Sporadic amyotrophic lateral sclerosis (SALS), multiple sclerosis, healthy control. Title: mentions amyotrophic lateral sclerosis. | justification: The dataset includes samples from sporadic ALS patients and explicitly studies an ALS-specific miRNA signature in human subjects.","No | evidence: Samples: Cell type: CD14+CD16- monocytes; Description and Title: 'peripheral blood sorted CD14+CD16- monocytes', 'blood CD14+CD16- monocytes'. Organism: Homo sapiens. | justification: Samples are peripheral blood–derived monocytes, not human brain or CNS tissue.","No | evidence: Organism: Homo sapiens; Samples derived from FACS sorted blood monocytes from ALS, MS and HC subjects. Description mentions SOD1 mouse model in background but the human data are primary blood cells. | justification: The dataset contains primary patient-derived blood cells, not patient-derived in vitro cell lines or experimental disease models as the study's human data.","Yes | evidence: Experimental Factors: DISEASE STATE (multiple sclerosis, Sporadic amyotrophic lateral sclerosis (SALS), healthy control). Sample counts: SALS (n=8), MS (n=8), HC (n=8). | justification: The design includes disease and healthy control groups (case/control comparisons between ALS and healthy controls, with MS as additional disease group).","No | evidence: Samples are peripheral blood monocytes (CD14+CD16-); no brain region or CNS tissue sampled. | justification: No brain regions are involved, so the question of irrelevant brain regions does not apply.",Yes | evidence: Title/Description: 'NanoString nCounter miRNA expression assay'. Technology field: Array assay but platform is NanoString nCounter. | justification: NanoString nCounter miRNA profiling is a targeted hybridization/counting platform (not a conventional genome-wide microarray) and thus is incompatible with the microarray-expression-profiling requirement for inclusion.,"justification: Exclude. Although the dataset includes human ALS patients and has a case/control design, it does not meet key inclusion criteria: samples are peripheral blood monocytes (not human CNS tissue) and the assay platform is NanoString miRNA profiling rather than genome-wide microarray expression profiling. These failures of criteria 1 and 3 warrant exclusion.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-40807,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; 'human microRNA Microarray Kit Agilent' stated in description; Assay by Molecule: RNA assay. | justification: The study uses Agilent human microRNA microarrays on human tissue samples, so it is human microarray expression profiling.","No | evidence: Title and description: 'MiRNA expression profiling in human medullary thyroid carcinoma'; samples are from thyroid tumors and adjacent normal tissue; Organism part: thyroid. | justification: The disease under study is medullary thyroid carcinoma (thyroid cancer), not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Organism part: thyroid; description: 'Matched tumor and adjacent normal frozen tissues were obtained from thyroid of 40 patients.' | justification: All samples are thyroid tissue (non-CNS), so the dataset does not involve human brain/CNS tissue.","No | evidence: Description: 'Matched tumor and adjacent normal tissue were obtained from 24 patients... validation set... 40 patients.' | justification: Samples are clinical patient tissues (tumor and adjacent normal), not patient-derived in vitro cell lines or disease models.","Yes | evidence: Description: 'Matched tumor and adjacent normal tissue... hybridized on microarray.' | justification: The design compares tumor (case) versus matched adjacent normal tissue (control), a case/control paired design.","Yes | evidence: Organism part: thyroid; no CNS/brain regions reported. | justification: Samples are from the thyroid, which is not a brain region and is not affected by ALS-FTD neurodegeneration; therefore the tissue is irrelevant to ALS-FTD.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; 'human microRNA Microarray Kit Agilent'. | justification: The assay is microarray-based (compatible). The dataset does not use RNA-seq or proteomics.,"justification: Although the dataset is human and uses microarray profiling with a case/control (tumor vs adjacent normal) design, it does not pertain to ALS-FTD and does not contain CNS/brain tissue (samples are thyroid carcinoma). It therefore fails the disease- and tissue-related inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-41414,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment is transcription profiling using microarray technology on human samples (RNA arrays).,"Yes | evidence: Title: 'Gene expression analysis of ALS skeletal muscle'; Description: '...molecular mechanisms involved in the ALS related atrophy process...'. | justification: The study explicitly investigates amyotrophic lateral sclerosis (ALS), which falls within the ALS-FTD disease spectrum.","No | evidence: Organism part: deltoid, quadriceps; Description: muscle biopsies. | justification: Samples are skeletal muscle biopsies (deltoid, quadriceps), not human brain or other CNS tissue.","No | evidence: Samples: organism part listed as deltoid, quadriceps; no cell line or in vitro model indicated. | justification: The dataset is derived from patient tissue biopsies rather than patient-derived cell lines or experimental disease models.","Unclear | evidence: Experimental Designs: Not found; Experimental Factors include DISEASE STATUS but 'Disease' field not specified for samples. | justification: A DISEASE STATUS factor is present, suggesting possible groups, but no explicit case/control design or labeling of control samples is provided in the metadata.","Yes | evidence: Organism part: deltoid, quadriceps (skeletal muscle). | justification: Samples are peripheral skeletal muscle, not brain/CNS regions; these tissues are outside the required CNS regions relevant to ALS-FTD neurodegeneration.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although this is human microarray data studying ALS, the samples are skeletal muscle biopsies (deltoid, quadriceps), not CNS tissue relevant to ALS-FTD. Additionally, the case/control design is not clearly specified. Therefore the dataset does not meet the CNS tissue inclusion criterion and should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-44721,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study used gene expression microarrays on human cells (monocytes and monocyte-derived dendritic cells), indicating human microarray expression profiling.","No | evidence: Title and Description focus on vaccines and innate immune responses; Sample metadata 'Disease' not provided; no mention of ALS, FTD, or neurodegeneration. | justification: The study examines responses to vaccines/LPS in immune cells and does not pertain to amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: IL4 DCs and monocytes stimulated in vitro; Organism part: Not found; Sample cell types are monocytes and monocyte-derived DCs (immune cells), not brain/CNS tissue. | justification: Samples are blood-derived immune cells cultured in vitro, not human brain or CNS tissue.","Yes | evidence: Description states monocyte-derived DCs (moDCs) and monocytes stimulated in vitro; samples are cultured and treated with vaccines/LPS. | justification: The dataset uses patient/donor-derived primary immune cells cultured and stimulated in vitro (an ex vivo/in vitro model), which falls under non-clinical in vitro samples.","No | evidence: Experimental Designs: Not found; Experimental Factors list donor id, culture conditions, cell population, concentration; comparisons are stimulation vs media controls rather than disease vs control. | justification: The study does not present a disease case vs healthy control design; it compares stimulated vs unstimulated immune cells.",Yes | evidence: Samples are IL4 DCs and monocytes (immune cells); Organism part not specified as brain/CNS. | justification: No brain regions are sampled; the tissues/cells analyzed are irrelevant to ALS-FTD-affected CNS regions.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray, which is compatible with the inclusion criteria; no RNA-seq or proteomics.","justification: Exclude. The dataset fails multiple inclusion criteria: it does not pertain to ALS-FTD, does not include human brain/CNS tissue, uses in vitro cultured immune cells (non-clinical), and lacks a disease case/control design. Although it is human microarray data, these exclusions disqualify it.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-4590,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: Human samples profiled by microarray (RNA) as transcription profiling by array.,"No | evidence: Title and Description: transcription profiling of human B cells at four cconsecutive stages of B cell development; Disease: Not found | justification: Study concerns normal B cell development from bone marrow; no mention of ALS, FTD, or related neurodegenerative disease.","No | evidence: Description: Cells were purified by FACS from human bone marrow samples; Organism part: Not found; Samples describe B cell developmental stages (PB1, PB2, LAR, SMA) | justification: Samples are bone marrow-derived B cells, not brain or CNS tissue.","No | evidence: Description: Cells purified from human bone marrow samples (primary sorted B cells); Title: human B cells at stages of B cell development | justification: Dataset uses primary sorted human B cells, not patient-derived in vitro cell lines or experimental disease models.","No | evidence: Experimental Designs: unknown_experiment_design_type, transcription profiling by array; Description: Cells from four developmental stages were purified (no case/control or disease vs control comparison described) | justification: Study compares developmental stages of B cells rather than cases versus controls for disease.",Yes | evidence: Samples are bone marrow B cells (no CNS/brain tissue reported); Organism part: Not found | justification: No brain regions sampled; therefore the dataset does not include CNS regions affected by ALS-FTD and is irrelevant to affected brain regions.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray (array) technology is used and is compatible with inclusion criteria.,"justification: Although this is a human microarray transcription profiling study, it is not related to ALS-FTD and does not use CNS tissue or a case/control disease design. It therefore fails the key inclusion criteria (target disease and relevant CNS tissue) and should be excluded.",No,No,False,,,,,,,,,
