custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-12288,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Affymetrix U133A chips; Assay by Molecule: RNA assay; Technology: Array assay. | justification: The dataset uses Affymetrix U133A microarrays to profile RNA from human samples, matching human microarray expression profiling.","No | evidence: Title and description: 'Gene expression patterns in peripheral blood correlate with the extent of coronary artery disease' and repeated references to coronary artery disease (CAD) and CAD index (CADi). | justification: The study focuses on coronary artery disease (CAD), not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).","No | evidence: Description: 'Gene expression profile in circulating leukocytes' and samples are peripheral blood leukocytes; Organism: Homo sapiens; Organism part: not CNS. | justification: Samples are circulating leukocytes (peripheral blood), not human brain or CNS tissue.",No | evidence: Description and samples indicate RNA extracted from patients undergoing coronary angiography (110 patients with CAD and 112 controls); no mention of cell lines or disease models. | justification: The study uses primary patient blood samples rather than patient-derived in vitro cell lines or experimental disease models.,"Yes | evidence: Description: RNA was extracted from 110 patients with CAD (CADi>23) and from 112 partially matched controls without CAD (CADi=0); 'parallel group design'. | justification: There are defined case and control groups (CAD patients versus controls), consistent with a case/control design.","Yes | evidence: Samples are circulating leukocytes (peripheral blood), not brain regions; Organism part: not CNS. | justification: The tissue sampled (peripheral blood) is not a brain region and is not relevant to ALS-FTD neurodegeneration.","No | evidence: Study type: transcription profiling by array; Affymetrix U133A chips; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based expression profiling, which is compatible with inclusion criteria.","justification: Exclude. Although the dataset is human microarray expression profiling and has a case/control design, it does not pertain to ALS-FTD and does not use CNS brain tissue (samples are peripheral blood leukocytes). It therefore fails the disease and tissue inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-16191,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; cRNA synthesis and human U133 plus 2.0 GeneChip hybridization; Organism: Homo sapiens. | justification: Human RNA from tissue biopsies was profiled using Affymetrix Human U133 Plus 2.0 microarrays, so this is human microarray expression profiling.","No | evidence: Title/description: 'EGR4 is a master gene responsible for fertility in cryptorchidism' and RNA was isolated from testicular biopsies of cryptorchid boys; no mention of ALS, FTD, or related neurodegenerative diseases. | justification: The study focuses on cryptorchidism/fertility in testicular tissue, not ALS-FTD.","No | evidence: Sample annotation: Organism part: total testicular; description describes testicular biopsies. | justification: Samples are from testis (non-CNS tissue), not brain or other CNS regions.","No | evidence: Description: 'Whole testicular tissue was gained from cryptorchid boys ... as well as from controls'; no mention of cell lines or in vitro disease models. | justification: The study uses patient tissue biopsies, not patient-derived cell lines or experimental disease models.",Yes | evidence: Description states samples were from cryptorchid boys and 'from controls of identical age'. | justification: The presence of affected individuals and age-matched controls indicates a case/control design.,Yes | evidence: Samples are 'total testicular' tissue; no brain regions sampled. | justification: No CNS regions are sampled; testis is not a brain region and is not relevant to ALS-FTD neurodegeneration.,No | evidence: Technology listed as Array assay and description specifies Affymetrix U133 Plus 2.0 GeneChip microarrays. | justification: The assay is microarray-based (compatible); no RNA-seq or proteomics technologies reported.,"justification: Although this is human microarray data with a case/control design, it does not pertain to ALS-FTD and does not involve CNS tissue. Per inclusion criteria (ALS-FTD relevance and CNS samples), the dataset is not appropriate for inclusion.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21298,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The study uses array-based transcription profiling (microarray) on human-derived material (SH-SY5Y cells of Homo sapiens origin).,Yes | evidence: Title: Profiling wt SOD versus ALS SOD1(G93A) mutant | justification: The SOD1(G93A) mutation is a well-known ALS-associated mutation; the study models ALS-related SOD1 pathology.,"No | evidence: Sample attribute: Cell line: neuroblastoma SH-SY5Y; Organism part: Not found | justification: Samples are a neuroblastoma cell line (SH-SY5Y), not primary human CNS/brain tissue.","Yes | evidence: Description: SH-SY5Y cells stably transfected with cDNAs coding for SOD1WT or SOD1(G93A) protein; Sample attribute: Cell line: neuroblastoma SH-SY5Y | justification: This is an in vitro disease model using transfected human neuroblastoma cell lines (not patient tissue), which meets the exclusion criterion for disease models/in vitro cell lines.","Yes | evidence: Description: Five wt SOD versus five mutant SOD | justification: The study compares two groups (wild-type SOD1 vs mutant SOD1(G93A)), representing a case/control-style comparison.","No | evidence: Organism part: Not found; Sample type: cell line (SH-SY5Y) | justification: No brain regions are sampled; the study uses a cell line, so the question of irrelevant brain regions does not apply.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The technology used is microarray-based transcription profiling, which is compatible with inclusion criteria.","justification: Although the dataset is human and uses array-based transcription profiling and models ALS (SOD1 G93A) with a case/control comparison, it is an in vitro disease model using a transfected neuroblastoma cell line (SH-SY5Y) rather than primary human CNS tissue. This violates the exclusion criterion for patient-derived in vitro cell lines/disease models and the requirement for samples from relevant human CNS regions, so it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-21929,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"No | evidence: Study type: transcription profiling by array; Description: ""After DNA extraction, 16S rRNA genes were PCR amplified and DNA-DNA hybridization was performed using a microarray for over 300 bacterial species or groups."" Assay: Technology: Array assay; Assay by Molecule: RNA assay. | justification: The array was used to detect bacterial 16S rRNA / species (microbial community profiling), not human gene expression microarray profiling.","No | evidence: Samples / Source Characteristics: Disease: periodontitis; Description: study analyzes gingival crevicular fluid of periodontitis patients; Title and abstract focus on subgingival microbiota and periodontal disease. | justification: The study concerns periodontitis (oral disease), not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: ""Analysis of gingival crevicular fluid (GCF) samples... Subgingival paper point (PP) samples from the same sites..."" Source characteristics list no organism part; disease listed as periodontitis. | justification: Samples are oral (gingival crevicular fluid / subgingival plaque), not human brain or CNS tissue.","No | evidence: Description: samples analyzed from ""17 subjects with periodontal disease""; Sample attributes show disease state: periodontitis. | justification: This uses patient clinical samples (oral fluids/plaques), not patient-derived in vitro cell lines or experimental disease models.",No | evidence: Experimental Designs: Not found; Description and sample summary report 17 subjects with periodontal disease and comparison between GCF and PP samples from same sites; no healthy control group indicated. | justification: Study compares sample types within periodontitis patients (GCF vs plaque) rather than a case vs healthy-control study design relevant to ALS/FTD case–control comparisons.,"Yes | evidence: Description: sampling from gingival crevicular fluid and subgingival plaque (oral cavity); Organism part: not brain/CNS. | justification: Tissue sampled is oral (gingiva/subgingival), which is not a CNS region affected by ALS-FTD.","Yes | evidence: Technology: Array assay; Description: DNA-DNA hybridization microarray targeting >300 bacterial species (16S rRNA PCR products). Assay by Molecule: RNA assay (16S rRNA-based detection). | justification: Although an array was used, it targets microbial 16S rRNA / species presence, not human transcriptome expression profiling. Thus it is not compatible with the human CNS gene-expression microarray data required.","justification: Exclude: dataset profiles microbial species in gingival crevicular fluid from periodontitis patients (oral samples), not human CNS tissue; disease is periodontitis, not ALS-FTD; study is not a case/control ALS-FTD design; the array targets bacterial 16S profiles rather than human gene expression.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-27564,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: Affymetrix microarrays used on mouse fibroblasts and human colon cancer cells (Caco2, T84) from xenografts. | justification: Although microarrays were used and human cancer cells were profiled, the human material consists of cancer cell lines from xenografts rather than human clinical samples. The study is not focused on human patient tissue expression profiling.","No | evidence: Title/Description: study of subepithelial myofibroblasts from mouse ileum/colon and human colon cancer cells (Caco2, T84). No mention of ALS, FTD, motor neuron disease, or neurodegeneration. | justification: The dataset pertains to intestinal biology and colon cancer xenografts, not ALS-FTD.",No | evidence: Organism part and samples: mouse ileum or colon; human cancer cells from colon xenografts. No brain/CNS tissue reported. | justification: All sampled tissues/cells are intestinal or cancer cell lines; no human brain/CNS samples are included.,"Yes | evidence: Samples: cell lines T84, Caco2; Description: cells expanded in culture and human cancer cells isolated from mouse xenografts (NOD/SCID mice). | justification: The study uses cell lines and an in vivo xenograft model rather than patient-derived clinical tissue, fitting exclusion criterion for non-clinical/disease-model material.","No | evidence: Experimental Designs: Not found; Experimental Factors indicate CELL LINE, ORGANISM, CELL TYPE. Description describes comparisons of cell types and interactions, not case/control patient groups. | justification: No case/control clinical study design is present; comparisons are experimental (cell types/xenograft interactions).","Yes | evidence: Sampled tissues: ileum and colon (intestinal), human colon cancer cells. No brain regions sampled. | justification: No CNS regions are involved; sampled tissues are irrelevant to ALS-FTD neurodegeneration.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: Affymetrix microarrays used. | justification: The technology is microarray-based RNA profiling, which is compatible with inclusion (but other exclusion criteria apply).","justification: Exclude. The dataset does not meet key inclusion criteria: it is not about ALS-FTD, does not include human CNS/brain tissue, and uses cell lines and xenograft disease models rather than patient case/control samples. Although microarrays were used, multiple exclusion criteria (non-clinical models, non-CNS tissue, non-ALS disease) apply.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-39643,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: NanoString nCounter miRNA expression assay on human samples. | justification: The dataset is human transcription profiling using an array-class platform (NanoString nCounter hybridization-based miRNA expression assay), which is recorded as an array-based expression profiling study in the metadata.","Yes | evidence: Sample attributes list Disease: Sporadic amyotrophic lateral sclerosis (SALS), multiple sclerosis, healthy control; Description references human ALS subjects and ALS-specific miRNA signature. | justification: Human ALS cases (sporadic ALS) are explicitly included among the sample groups.","No | evidence: Sample attributes: Cell type: CD14+CD16- monocytes; Description: RNA isolated from FACS sorted CD14+CD16- blood-derived monocytes from ALS, MS and HC subjects. Organism part not listed as brain/CNS. | justification: Samples are peripheral blood–derived monocytes, not brain or other CNS tissue.","No | evidence: Samples are described as FACS sorted CD14+CD16- blood-derived monocytes from human ALS, MS and HC subjects; no patient-derived in vitro cell lines reported. | justification: The dataset contains primary patient blood cells, not patient-derived cell lines or in vitro disease models. Although the study description references SOD1 mouse experiments, the deposited dataset comprises human monocyte profiles.","Yes | evidence: Experimental Factors include DISEASE STATE with values: multiple sclerosis, Sporadic amyotrophic lateral sclerosis (SALS), healthy control; Sample count: 24 (8 ALS, 8 MS, 8 HC). | justification: The study compares diseased (ALS, MS) and healthy control groups, consistent with a case/control design.","Yes | evidence: Samples are CD14+CD16- blood monocytes (blood-derived), not brain regions; Description explicitly states blood CD14+CD16- monocytes. | justification: Tissue sampled (peripheral blood monocytes) is not a CNS brain region affected by ALS-FTD neurodegeneration and therefore is not relevant to the CNS-tissue inclusion criterion.","No | evidence: Technology: Array assay; Description: NanoString nCounter miRNA expression assay (hybridization-based). | justification: The platform is an array-class hybridization/counting assay (NanoString), not RNA-seq or proteomics; while it is miRNA-focused rather than classical mRNA microarray, it is not an excluded technology like RNA-seq/proteomics.","justification: Although the dataset is human, includes ALS cases, and uses an array-based expression platform, the samples are peripheral blood CD14+CD16- monocytes rather than human CNS/brain tissue. The inclusion criteria require CNS tissue from regions relevant to ALS-FTD; this dataset does not meet that requirement and should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-40807,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: human microRNA Microarray Kit Agilent; Technology: Array assay; Organism: Homo sapiens. | justification: Human samples were profiled using Agilent microRNA microarrays (array-based transcription profiling).,"No | evidence: Title: MiRNA expression profiling in human medullary thyroid carcinoma; Description: matched tumor and adjacent normal tissues from thyroid carcinoma patients. | justification: The study concerns medullary thyroid carcinoma (cancer), not ALS or FTD or related neurodegenerative disease.","No | evidence: Organism part: thyroid; Description: matched tumor and adjacent normal frozen tissues obtained from thyroid of patients. | justification: Samples are thyroid tissue, not brain or other CNS regions.","No | evidence: Description: matched tumor and adjacent normal frozen tissues obtained from patients; samples are tissue specimens, not cell lines or models. | justification: The dataset uses patient tissue samples rather than patient-derived in vitro cell lines or experimental disease models.",Yes | evidence: Description: Matched tumor and adjacent normal tissue were obtained from 24 patients and analyzed; validation set uses additional tumors. | justification: The design compares tumor (case) versus adjacent normal (control) tissues in a paired setup.,"Yes | evidence: Organism part: thyroid; Title and description indicate thyroid carcinoma tissue. | justification: Samples derive from thyroid, which is not a CNS region affected by ALS-FTD.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The study used microarray technology (miRNA arrays), which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although the dataset is human and uses compatible microarray technology and a case/control design, it addresses medullary thyroid carcinoma with thyroid (non-CNS) tissue. It does not pertain to ALS-FTD nor involve relevant CNS regions, so it should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-41414,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study is a human transcription profiling experiment using array technology (microarray) measuring RNA.,"Yes | evidence: Title: 'Gene expression analysis of ALS skeletal muscle'; Description: '...molecular mechanisms involved in the ALS related atrophy process...'; Experimental Factors include DISEASE STATUS. | justification: The study explicitly investigates amyotrophic lateral sclerosis (ALS), which lies on the ALS-FTD spectrum.","No | evidence: Organism part listed: deltoid, quadriceps (skeletal muscle); Samples are described as muscle biopsies. | justification: All samples are from skeletal muscle, not brain/CNS tissue.",No | evidence: Description states muscle biopsies; Sample attributes do not list cell lines or in vitro models. | justification: The data come from patient tissue biopsies rather than patient-derived cell lines or experimental disease models.,Yes | evidence: Experimental Factors include DISEASE STATUS; Description references profiling of ALS-related atrophy (implying comparison groups). | justification: The presence of a DISEASE STATUS experimental factor implies a case vs control comparison design for the biopsies.,"No | evidence: Organism part: deltoid, quadriceps (skeletal muscle); no brain regions listed. | justification: The study does not sample any brain regions (so it does not sample 'irrelevant' brain regions); samples are non-CNS.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The platform is microarray-based (compatible with inclusion), not RNA-seq or proteomics.","justification: Although this is a human microarray study of ALS and appears to use a case/control design, all samples are skeletal muscle biopsies (deltoid, quadriceps) rather than human CNS/brain tissue. Because inclusion requires CNS regions relevant to ALS-FTD, this dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-44721,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment used microarray-based transcription profiling (array) on human-derived samples (Homo sapiens), so it meets the human microarray expression profiling requirement.","No | evidence: Title/Description: immunology/vaccination study of monocytes and monocyte-derived dendritic cells stimulated by vaccines and LPS; Experimental Factors > Source Characteristics: Disease: Not found. | justification: The study focuses on immune responses to vaccines in monocytes/DCs and does not mention ALS, FTD, or related neurodegenerative disease.","No | evidence: Description: monocyte-derived DCs (moDCs) in vitro and human monocytes stimulated in culture; Organism part: Not found; Experimental Factors include cell population and donor id. | justification: Samples are peripheral immune cells cultured in vitro (monocytes and moDCs), not human brain or CNS tissue.","Yes | evidence: Description: 'monocyte-derived DCs (moDCs) in vitro' and '64 samples of IL4 DC, and 64 samples of monocytes stimulated by ...' ; Experimental Factors include culture conditions and cell population. | justification: The dataset is based on in vitro stimulation of primary human monocytes/moDCs (cell culture), i.e., patient-donor-derived cell preparations rather than clinical tissue samples.","No | evidence: Experimental Designs: Not found; Experimental Factors: concentration, culture conditions, cell population, donor id; controls are media-stimulated cells rather than disease vs healthy case/control groups. | justification: The design compares stimulation conditions (vaccines/LPS vs media) in cultured cells, not a clinical case vs control (disease vs unaffected) study.",Yes | evidence: Organism part: Not found; samples are monocytes/moDCs (no brain regions sampled). | justification: No CNS/brain regions were sampled; therefore the dataset does not include ALS-FTD-relevant brain regions and is not appropriate for neurodegeneration regional analyses.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray (compatible); the dataset does not use RNA-seq or proteomics.,"justification: Exclude. Although this is human microarray transcription data, the study is an in vitro immunology/vaccine stimulation experiment on monocytes/moDCs (not CNS tissue), does not concern ALS-FTD, is not a clinical case/control design, and therefore fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-4590,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: Study uses microarray transcription profiling on human samples (RNA assay on array platform).,"No | evidence: Title/Description: 'Transcription profiling of human B cells at four consecutive stages of B cell development'; no mention of ALS, FTD, or neurodegenerative disease. | justification: Dataset concerns B cell development in bone marrow, not ALS-FTD.","No | evidence: Description: 'Cells ... purified by FACS from human bone marrow samples'; Organism part not listed as CNS/brain. | justification: Samples are bone marrow B cells, not brain or CNS tissue.",No | evidence: Description indicates primary cells sorted from human bone marrow; no indication of established cell lines or disease models. | justification: Samples are primary human B cells rather than patient-derived in vitro cell lines or experimental disease models.,"No | evidence: Experimental design: cells sorted by developmental stage (PB1, PB2, LAR, SMA); no case/control or disease status factors reported. | justification: Study compares developmental stages of B cells, not cases versus controls for a disease.",No | evidence: No brain regions sampled; samples are bone marrow B cells. | justification: Dataset does not involve any brain regions (neither relevant nor irrelevant to ALS-FTD).,No | evidence: Technology listed as Array assay; Study type: transcription profiling by array. | justification: Microarray technology is compatible with inclusion criteria; no RNA-seq or proteomics used.,"justification: Although this is human microarray transcription profiling, the dataset is unrelated to ALS-FTD and does not use CNS tissue (samples are bone marrow B cells). It fails key inclusion criteria (target disease and relevant tissue), so it should be excluded.",No,No,False,,,,,,,,,
